ano,idade_num,obitos,exposicao,Mx
2020,19,4868,2356666,0.0020656300044215006
2020,20,5306,2905662,0.0018260898893264254
2020,21,5305,3149621,0.001684329638391413
2020,22,5462,3101083,0.0017613201581512007
2020,23,5358,3068118,0.001746347435137762
2020,24,5397,3040303,0.0017751520160983955
2020,25,5425,3120601,0.0017384471773225735
2020,26,5363,3063926,0.0017503686446735333
2020,27,5183,3025797,0.0017129371203686169
2020,28,5110,2994014,0.00170673884624454
2020,29,5044,2965894,0.0017006676570369677
2020,30,5483,3195023,0.0017161065820183454
2020,31,5841,3126112,0.0018684551289269227
2020,32,5911,3080834,0.0019186363173088845
2020,33,6240,3043317,0.0020503943558952287
2020,34,6522,3009763,0.0021669480287982807
2020,35,6852,3306455,0.002072310072267731
2020,36,6990,3226587,0.0021663758020471786
2020,37,7707,3173545,0.002428514484590576
2020,38,8238,3129963,0.002631979994651694
2020,39,8380,3091278,0.00271085292231886
2020,40,8823,3077044,0.0028673623126611123
2020,41,9218,2988935,0.003084041640249788
2020,42,9597,2929091,0.003276443101289786
2020,43,9736,2881247,0.0033790924554541837
2020,44,10225,2839675,0.003600764171956298
2020,45,10648,2732514,0.0038967778390156466
2020,46,11172,2638706,0.004233893431098425
2020,47,11903,2574992,0.004622538633129734
2020,48,12374,2524253,0.004902044287953704
2020,49,12792,2480915,0.005156162141790428
2020,50,13997,2578298,0.005428775106678902
2020,51,14785,2478417,0.005965501366396373
2020,52,15977,2409782,0.0066300603125095964
2020,53,16813,2356071,0.007136032827533636
2020,54,17757,2310237,0.0076862244003537295
2020,55,18999,2387679,0.007957099760897507
2020,56,20268,2285928,0.008866420989637469
2020,57,21171,2214780,0.009558962966976404
2020,58,21646,2159020,0.010025845059332475
2020,59,22689,2112398,0.01074087364218296
2020,60,24474,2018794,0.012123079422665215
2020,61,25278,1916561,0.013189248868154993
2020,62,26749,1847614,0.01447759109857362
2020,63,27200,1794543,0.015157062271564404
2020,64,28436,1750142,0.016247824462243637
2020,65,29051,1604585,0.018104992879778882
2020,66,30439,1505263,0.020221715407872244
2020,67,30949,1442316,0.021457849736118854
2020,68,31736,1394523,0.022757602420325804
2020,69,31878,1355204,0.023522657843394794
2020,70,33134,1186737,0.02792025528823994
2020,71,32751,1094483,0.029923717408127857
2020,72,33927,1039934,0.032624185765635125
2020,73,33515,999398,0.03353518818328634
2020,74,32910,967175,0.034026934112234085
2020,75,33239,791866,0.04197553626497413
2020,76,34197,711060,0.04809298793350772
2020,77,34293,666483,0.051453675487596835
2020,78,33233,634813,0.052350849777808586
2020,79,33534,609523,0.05501679181917663
2020,80,36715,538629,0.068163801057871
2020,81,35022,469670,0.07456724934528498
2020,82,34032,434134,0.0783905430120654
2020,83,33866,409176,0.08276634015680294
2020,84,34839,389478,0.08945049527829556
2020,85,31939,310371,0.10290587715991507
2020,86,29034,256495,0.11319518899003879
2020,87,27930,230453,0.12119607902695995
2020,88,27590,212952,0.1295597129869642
2020,89,26378,199526,0.13220332187283862
2020,90,24936,196652,0.12680267680979598
2020,91,21315,155479,0.13709246907942552
2020,92,19182,137203,0.13980743861285833
2020,93,16729,125631,0.13315980928274074
2020,94,13918,117222,0.11873197863882207
2020,95,11619,115605,0.10050603347606073
2020,96,9026,88082,0.10247269589700507
2020,97,7227,77107,0.09372689898452799
2020,98,5407,70590,0.07659725173537328
2020,99,4174,65948,0.06329229089585735
2020,100,11800,58918,0.200278352965138
